id;nom;type;prioritaire;identite;depart;stats;cpx;faiblesse;signature;aptitudes;ultime;transformations;deblocage;orientations;base
CHR_039;Pain (Chemin des Dieux);BASE;True;Répulsion et attraction : contrôler l'espace autour de soi.;JUT_313;"{""pv"": 115, ""depl"": 4.2, ""notes"": ""—""}";"{""nom"": ""Intervalle de cinq secondes"", ""effet"": ""Après Shinra Tensei, attraction et répulsion ont un délai partagé de 1 s ; en contrepartie leurs dégâts sont +30 %.""}";Rythme en créneaux : vulnérable dans les intervalles.;Alternance attraction/répulsion affichée sur l'icône (repousser puis attirer = bonus).;"[""DOJ_RINNEGAN"", ""ELEM_FUTON"", ""ELEM_SUITON"", ""ELEM_DOTON""]";ULT_026;[];"{""type"": ""MISSION"", ""ref"": ""MIS_139""}";"[""Répulsion-attraction"", ""Chemins de Rinnegan""]";
CHR_040;Pain — Six Chemins;VARIANTE;;Six corps : chaque technique de Rinnegan est portée par un chemin distinct.;JUT_237;"{""pv"": 100, ""depl"": 4.2, ""notes"": ""—""}";"{""nom"": ""Vision partagée"", ""effet"": ""Les invocations de Rinnegan voient pour le joueur : pas d'angle mort, indicateurs hors écran à 18 m.""}";Plafond d'unités atteint vite.;Chaque technique Oculaire possédée fait apparaître un corps logique (sans collision) qui la lance depuis un autre angle.;"[""DOJ_RINNEGAN"", ""ELEM_FUTON"", ""ELEM_SUITON"", ""ELEM_DOTON""]";ULT_026;[];"{""type"": ""MAITRISE"", ""niveau"": 6, ""ref"": ""MIS_140""}";"[""Six angles de feu"", ""Bestiaire""]";CHR_039
CHR_041;Minato Namikaze;BASE;True;Éclair jaune : kunai de marquage et téléportation volontaire.;JUT_265;"{""pv"": 105, ""depl"": 5.0, ""notes"": ""Recharge d'esquive −25 %""}";"{""nom"": ""Dieu du tonnerre volant"", ""effet"": ""Chaque esquive laisse un kunai de marquage (max 3 avec JUT_265).""}";Dépend des kunai : un champ vide réduit son efficacité.;Esquive vers un kunai possible dès le départ (Hiraishin Giri simplifié, sans dégâts).;"[""ELEM_FUTON"", ""ELEM_KATON"", ""ELEM_RAITON"", ""APT_FUIN"", ""APT_RASEN"", ""CTR_CRAPAUD""]";ULT_027;[];"{""type"": ""MISSION"", ""ref"": ""MIS_141""}";"[""Réseau de kunai"", ""Rasengan et sceaux""]";
CHR_042;Minato — Chakra de Kurama;VARIANTE;;Vitesse et chakra Yang : Rasengan téléporté.;JUT_281;"{""pv"": 120, ""depl"": 5.2, ""notes"": ""—""}";"{""nom"": ""Moitié Yang"", ""effet"": ""Le Rasengan peut être téléporté sur un kunai de marquage (lancé depuis ce kunai).""}";PV modestes pour un profil de mêlée.;Bijūdama (ULT_003) lancée depuis le kunai le plus proche des ennemis.;"[""ELEM_FUTON"", ""ELEM_KATON"", ""ELEM_RAITON"", ""APT_FUIN"", ""APT_RASEN"", ""APT_JINCH""]";ULT_003;"[""TRF_003""]";"{""type"": ""MAITRISE"", ""niveau"": 6, ""ref"": ""MIS_142""}";"[""Rasengan téléporté"", ""Mode Kurama""]";CHR_041
CHR_043;Madara Uchiha;BASE;True;Légende armée : feu de masse, éventail de guerre, Susanoo.;JUT_007;"{""pv"": 130, ""depl"": 4.5, ""notes"": ""Puissance +10 %""}";"{""nom"": ""Danse"", ""effet"": ""Chaque élite éliminée donne +5 % de Puissance jusqu'à la fin de la run (max +30 %).""}";"Techniques à délais longs ; peu de mobilité défensive.";Gunbai (JUT_216) renvoie aussi les projectiles de boss mineurs (non télégraphiés).;"[""ELEM_KATON"", ""ELEM_FUTON"", ""CLAN_UCHIHA"", ""DOJ_SHARINGAN"", ""DOJ_MANGEKYO"", ""APT_KENJ""]";ULT_028;"[""TRF_008""]";"{""type"": ""MISSION"", ""ref"": ""MIS_143""}";"[""Extinction par le feu"", ""Susanoo et gunbai""]";
CHR_044;Madara — Rinnegan;VARIANTE;;Dieu de la guerre : bois, météores, attractions.;JUT_314;"{""pv"": 140, ""depl"": 4.4, ""notes"": ""—""}";"{""nom"": ""Cellules de Hashirama"", ""effet"": ""Régénération +0,8/s ; accès au Mokuton.""}";Démarrage modeste, montée en puissance tardive.;Accès exclusif à Tengai Shinsei (JUT_320).;"[""ELEM_KATON"", ""ELEM_FUTON"", ""CLAN_UCHIHA"", ""DOJ_SHARINGAN"", ""DOJ_MANGEKYO"", ""DOJ_RINNEGAN"", ""KG_MOKUTON""]";ULT_029;"[""TRF_017"", ""TRF_008""]";"{""type"": ""MAITRISE"", ""niveau"": 7, ""ref"": ""MIS_144""}";"[""Météores et Mokuton"", ""Rinnegan et Dix-Queues""]";CHR_043
CHR_045;Might Guy;BASE;True;Bête verte : ouvrir les Portes au bon moment, puis tout balayer.;JUT_166;"{""pv"": 135, ""depl"": 5.1, ""notes"": ""Pas d'accès aux éléments""}";"{""nom"": ""Rival éternel"", ""effet"": ""Chaque élite éliminée au contact accorde +1 charge de Porte (TRF_009) — ouvre une Porte de plus.""}";"Aucun contrôle à distance ; les Portes coûtent des PV.";"Les Portes s'ouvrent par paliers visibles (1 à 7 ; 8 via TRF_010).";"[""APT_PORTES""]";ULT_011;"[""TRF_009"", ""TRF_010""]";"{""type"": ""MISSION"", ""ref"": ""MIS_145""}";"[""Paon et Tigre"", ""Tortue et nunchaku (défense)""]";
CHR_046;Ino Yamanaka;BASE;;Esprit : retourner les élites, confondre les hordes, soigner l'équipe mentale.;JUT_289;"{""pv"": 100, ""depl"": 4.5, ""notes"": ""—""}";"{""nom"": ""Fleuriste"", ""effet"": ""Les ennemis Confus lâchent des pétales : +1 % de chakra par ennemi confus éliminé.""}";Dégâts directs faibles.;Les élites contrôlées gagnent +50 % de durée si elles sont Confuses au moment du transfert.;"[""CLAN_YAMANAKA"", ""APT_MED"", ""APT_GEN""]";ULT_030;[];"{""type"": ""MISSION"", ""ref"": ""MIS_146""}";"[""Chaos mental"", ""Élites retournées""]";
CHR_047;Chōji Akimichi;BASE;;Masse : rouler, grossir, écraser.;JUT_285;"{""pv"": 150, ""depl"": 4.0, ""notes"": ""Armure +2""}";"{""nom"": ""Estomac d'Akimichi"", ""effet"": ""Les Rations de soldat soignent +50 % et donnent +10 chakra.""}";Très lent hors roulades.;Après chaque expansion (Baika), +1 m de rayon aux techniques CONTACT pendant 3 s.;"[""CLAN_AKIMICHI"", ""ELEM_DOTON""]";ULT_031;"[""TRF_021""]";"{""type"": ""MISSION"", ""ref"": ""MIS_147""}";"[""Char d'assaut"", ""Papillon de chakra""]";
CHR_048;Tenten;BASE;;Arsenal : quantité, variété, pluie d'armes.;JUT_194;"{""pv"": 100, ""depl"": 4.6, ""notes"": ""Quantité +1""}";"{""nom"": ""Maîtresse d'armes"", ""effet"": ""Les techniques OUTIL ont +1 niveau maximal virtuel : au niveau 8, une 9e amélioration « Affûtage » (+15 % dégâts) apparaît.""}";Aucun élément : peu de synergies de terrain.;Les rouleaux d'invocation peuvent contenir un équipement : +1 choix sur chaque Rouleau.;"[""APT_KENJ""]";ULT_032;[];"{""type"": ""MISSION"", ""ref"": ""MIS_148""}";"[""Pluie d'armes"", ""Armes de précision""]";
CHR_049;Tenten — Trésors du Sage;VARIANTE;;Artefacts : l'éventail change d'élément à chaque coup.;JUT_213;"{""pv"": 105, ""depl"": 4.5, ""notes"": ""—""}";"{""nom"": ""Trésors du Sage"", ""effet"": ""L'élément courant du Bashōsen s'ajoute comme tag à la prochaine technique OUTIL lancée.""}";Rythme élémentaire imposé.;Cycle élémentaire affiché : planifier les synergies (huile→feu, eau→foudre).;"[""APT_KENJ""]";ULT_032;[];"{""type"": ""MAITRISE"", ""niveau"": 5, ""ref"": ""MIS_149""}";"[""Cycle élémentaire"", ""Arsenal mixte""]";CHR_048
CHR_050;Sai;BASE;;Encre vivante : fauves, serpents, oiseaux.;JUT_235;"{""pv"": 95, ""depl"": 4.6, ""notes"": ""—""}";"{""nom"": ""Rouleau vierge"", ""effet"": ""Chaque technique d'encre qui élimine une élite dessine gratuitement 1 fauve d'encre supplémentaire (6 s).""}";Unités fragiles à l'eau (surfaces EAU : durée −30 %, signalé).;Les ennemis Encrés sont ciblés en priorité par les créatures d'encre.;"[""APT_ENCRE"", ""APT_KENJ""]";ULT_033;[];"{""type"": ""MISSION"", ""ref"": ""MIS_150""}";"[""Ménagerie d'encre"", ""Tantō et encre""]";
CHR_051;Yamato;BASE;;Architecte du bois : murs, cages et contrôle défensif.;JUT_124;"{""pv"": 125, ""depl"": 4.3, ""notes"": ""—""}";"{""nom"": ""Capitaine du bois"", ""effet"": ""Les structures de bois (murs, cages, arbres) ont +50 % de PV et +2 s de durée.""}";"Dégâts moyens ; dépend des structures.";"Armure +2 à moins de 3 m d'une structure de bois alliée ; les cages de bois comptent comme obstacles pour les chargeurs (étourdis 1 s au choc).";"[""KG_MOKUTON"", ""ELEM_DOTON"", ""ELEM_SUITON""]";ULT_034;[];"{""type"": ""MISSION"", ""ref"": ""MIS_151""}";"[""Forteresse de bois"", ""Pieux et cages""]";
CHR_052;Asuma Sarutobi;BASE;;Cendres et lames de vent : aveugler, embraser, trancher.;JUT_005;"{""pv"": 115, ""depl"": 4.5, ""notes"": ""—""}";"{""nom"": ""Fumeur"", ""effet"": ""Les surfaces CENDRE durent 2 s de plus et s'embrasent au contact d'une technique Katon (SYN).""}";"Portée moyenne ; peu de défense.";Lames Hien : +1 Entaillé contre les ennemis Aveuglés.;"[""ELEM_KATON"", ""ELEM_FUTON"", ""CLAN_SARUTOBI""]";ULT_018;[];"{""type"": ""MISSION"", ""ref"": ""MIS_152""}";"[""Cendres embrasées"", ""Lames de vent""]";
CHR_053;Haku;BASE;;Glace et miroirs : piéger, refroidir, geler.;JUT_128;"{""pv"": 95, ""depl"": 4.9, ""notes"": ""Chance critique +5 %""}";"{""nom"": ""Miroirs de glace"", ""effet"": ""Dans le cercle de Makyō Hyōshō, le joueur est invulnérable aux projectiles 0,5 s toutes les 3 s.""}";"Fragile ; faible contre les ennemis à forte résistance au froid (élites « Brasier »).";Senbon compatibles : les techniques Senbon appliquent Refroidi.;"[""KG_HYOTON"", ""ELEM_SUITON"", ""ELEM_FUTON"", ""APT_MED""]";ULT_036;[];"{""type"": ""MISSION"", ""ref"": ""MIS_153""}";"[""Cercle de miroirs"", ""Gel en chaîne""]";
CHR_054;Zabuza Momochi;BASE;;Démon du brouillard : couperet et assassinat silencieux.;JUT_197;"{""pv"": 130, ""depl"": 4.5, ""notes"": ""—""}";"{""nom"": ""Démon de la brume"", ""effet"": ""Dans une brume (JUT_028), les attaques du joueur sur cibles Aveuglées font +30 %.""}";"Frappe lente ; vulnérable aux tireurs hors de la brume.";Le couperet se répare à chaque élimination (règle JUT_197).;"[""ELEM_SUITON"", ""APT_KENJ""]";ULT_037;[];"{""type"": ""MISSION"", ""ref"": ""MIS_154""}";"[""Brume et couperet"", ""Dragons d'eau""]";
CHR_055;Konan;BASE;;Papier : clones qui se dispersent, nuées et mer d'étiquettes.;JUT_247;"{""pv"": 100, ""depl"": 4.6, ""notes"": ""—""}";"{""nom"": ""Ange de papier"", ""effet"": ""Toutes les 12 s, le joueur se disperse en papier 0,4 s au premier coup reçu (invulnérable) et reforme son corps 2 m plus loin dans la direction de déplacement (déplacement uniquement si le joueur bouge).""}";Papier vulnérable au feu ennemi : +20 % dégâts subis des sources Katon ennemies (affiché).;Les étiquettes explosives créées par le joueur sont deux fois plus nombreuses (1 étiquette = 2 impacts à 60 %).;"[""APT_PAPIER"", ""APT_FUIN"", ""ELEM_FUTON""]";ULT_038;"[""TRF_023""]";"{""type"": ""MISSION"", ""ref"": ""MIS_155""}";"[""Nuée de papier"", ""Mer d'étiquettes""]";
CHR_056;Hidan;BASE;;Immortel sacrificiel : se blesser pour maudire.;JUT_195;"{""pv"": 160, ""depl"": 4.3, ""notes"": ""Aucune régénération""}";"{""nom"": ""Immortalité de Jashin"", ""effet"": ""Les coûts en PV (tag SACRIFICE) ne descendent jamais sous 1 PV et chaque PV sacrifié donne 0,5 chakra.""}";"Aucun soin régulier ; dépend de la malédiction pour tuer vite.";"Le Lien maudit (STA_20) est posé sur la cible de la faux ; les dégâts que le joueur s'inflige sont reproduits sur elle (×2).";"[""APT_CORPS""]";ULT_017;"[""TRF_019""]";"{""type"": ""MISSION"", ""ref"": ""MIS_156""}";"[""Malédiction ciblée"", ""Faux et contact""]";
CHR_057;Kakuzu;BASE;;Cinq cœurs, cinq affinités : masques élémentaires autonomes.;JUT_056;"{""pv"": 145, ""depl"": 4.1, ""notes"": ""Armure +3""}";"{""nom"": ""Cœurs volés"", ""effet"": ""Chaque élite éliminée ajoute 1 cœur (max 5) : +5 % PV max et +1 élément temporaire admissible pour la prochaine carte.""}";"Très lent ; les cœurs se perdent (1 par coup lourd reçu).";Les masques (TRF_020) sont des unités ANIMAL lançant des techniques de leur élément.;"[""ELEM_KATON"", ""ELEM_RAITON"", ""ELEM_FUTON"", ""ELEM_SUITON"", ""ELEM_DOTON"", ""APT_CORPS""]";ULT_039;"[""TRF_020""]";"{""type"": ""MISSION"", ""ref"": ""MIS_157""}";"[""Cinq masques"", ""Durcissement et contre""]";
CHR_058;Killer Bee;BASE;;Rythme et sabres : jinchūriki qui frappe en cadence.;JUT_212;"{""pv"": 140, ""depl"": 4.6, ""notes"": ""—""}";"{""nom"": ""Rime de la victoire"", ""effet"": ""Les coups qui tombent sur le 4e temps du cycle (indicateur de rythme au HUD) font ×2 ; pour le mode assisté, le cycle est automatique.""}";Couverture arrière faible sans tentacules.;Tentacules (TRF_014) : 8 extensions qui frappent dans toutes les directions.;"[""ELEM_RAITON"", ""APT_JINCH"", ""APT_KENJ""]";ULT_003;"[""TRF_014""]";"{""type"": ""MISSION"", ""ref"": ""MIS_158""}";"[""Sept sabres en rythme"", ""Lariat et Hachibi""]";
CHR_059;Hashirama Senju;BASE;;Dieu des shinobi : forêts qui naissent et soignent.;JUT_121;"{""pv"": 150, ""depl"": 4.4, ""notes"": ""Régénération +1,0/s""}";"{""nom"": ""Régénération Senju"", ""effet"": ""Les soins de Régénération ne sont pas comptés dans le plafond de soin (mais Régénération reste plafonnée à 3/s).""}";Dégâts de base modestes : puissance en surface et en contrôle.;Les surfaces BOIS soignent le joueur de 0,5 PV/s quand il s'y tient.;"[""KG_MOKUTON"", ""ELEM_DOTON"", ""ELEM_SUITON"", ""CLAN_SENJU"", ""APT_SENJ""]";ULT_034;"[""TRF_016""]";"{""type"": ""MISSION"", ""ref"": ""MIS_159""}";"[""Forêt vivante"", ""Mode Ermite Mokuton""]";
CHR_060;Tobirama Senju;BASE;;Suiton sans source d'eau et Hiraishin inventé : précision tactique.;JUT_034;"{""pv"": 115, ""depl"": 4.8, ""notes"": ""—""}";"{""nom"": ""Créateur"", ""effet"": ""Les techniques Suiton ne nécessitent jamais de surface EAU pour leurs bonus « sur eau » : elles comptent comme sur eau.""}";Aucune technique de zone large au départ.;Accès à Hiraishin (JUT_265/266) et à Edo Tensei (JUT_243).;"[""ELEM_SUITON"", ""ELEM_FUTON"", ""ELEM_RAITON"", ""CLAN_SENJU"", ""APT_FUIN""]";ULT_027;[];"{""type"": ""MISSION"", ""ref"": ""MIS_160""}";"[""Suiton de précision"", ""Hiraishin et réanimés""]";
CHR_061;Obito Uchiha (Tobi);BASE;;Intangibilité : traverser le danger, aspirer l'ennemi.;JUT_311;"{""pv"": 110, ""depl"": 4.5, ""notes"": ""—""}";"{""nom"": ""Dimension de Kamui"", ""effet"": ""Les ennemis ordinaires éliminés par une technique Kamui sont « aspirés » : leurs fragments sont remplacés par du chakra (+2 chacun).""}";Peu de dégâts de zone continue.;Intangibilité régulière (JUT_311) : lecture claire du danger requise pour l'exploiter.;"[""ELEM_KATON"", ""CLAN_UCHIHA"", ""DOJ_SHARINGAN"", ""DOJ_MANGEKYO"", ""KG_MOKUTON""]";ULT_009;"[""TRF_022""]";"{""type"": ""MISSION"", ""ref"": ""MIS_161""}";"[""Intangible et aspirant"", ""Mokuton et Katon""]";
CHR_062;Obito — Jinchūriki du Dix-Queues;VARIANTE;;Puissance cosmique : orbes, gunbai, Dix-Queues.;JUT_216;"{""pv"": 150, ""depl"": 4.6, ""notes"": ""—""}";"{""nom"": ""Orbes chercheuses de vérité"", ""effet"": ""4 orbes noires orbitent en permanence (unité logique d'orbite, 8 dégâts) et bloquent 1 projectile/2 s.""}";Sans Mangekyō Kamui dans cette version (Kamui retiré du pool).;Gunbai + Dix-Queues.;"[""ELEM_KATON"", ""CLAN_UCHIHA"", ""DOJ_SHARINGAN"", ""DOJ_RINNEGAN"", ""KG_MOKUTON"", ""APT_JINCH""]";ULT_003;"[""TRF_017""]";"{""type"": ""MAITRISE"", ""niveau"": 7, ""ref"": ""MIS_162""}";"[""Orbes et gunbai"", ""Mokuton cosmique""]";CHR_061
CHR_063;Kabuto Yakushi;BASE;;Médecin espion : poison, soins, sommeil.;JUT_206;"{""pv"": 110, ""depl"": 4.6, ""notes"": ""Soins reçus +15 %""}";"{""nom"": ""Scalpel de chakra"", ""effet"": ""Les coups de contact ralentissent de 10 % (nerfs coupés) et les aiguilles empoisonnées ont +1 cumul.""}";Dégâts faibles contre les boss (poison lent).;Temple du Nirvana (JUT_254) accessible dès le niveau 2.;"[""APT_MED"", ""APT_GEN"", ""CTR_SERPENT"", ""ELEM_DOTON""]";ULT_020;[];"{""type"": ""MISSION"", ""ref"": ""MIS_163""}";"[""Sommeil et poison"", ""Serpents médicaux""]";
CHR_064;Kabuto — Mode Ermite serpent;VARIANTE;;Nécromancien : réanimer les élites vaincues, serpents blancs.;JUT_243;"{""pv"": 125, ""depl"": 4.5, ""notes"": ""—""}";"{""nom"": ""Réanimateur"", ""effet"": ""Edo Tensei peut maintenir 2 réanimés simultanés (au lieu de 1).""}";Dépend des élites vaincues.;Mode Ermite serpent : perçoit les ennemis invisibles et les assassins hors écran.;"[""APT_MED"", ""APT_GEN"", ""CTR_SERPENT"", ""ELEM_DOTON"", ""APT_SENJ"", ""APT_CORPS""]";ULT_020;"[""TRF_013""]";"{""type"": ""MAITRISE"", ""niveau"": 6, ""ref"": ""MIS_164""}";"[""Armée de réanimés"", ""Serpents ermites""]";CHR_063
CHR_065;Hiruzen Sarutobi;BASE;;Le Professeur : cinq éléments, Enma et savoir encyclopédique.;JUT_231;"{""pv"": 110, ""depl"": 4.2, ""notes"": ""—""}";"{""nom"": ""Le Professeur"", ""effet"": ""Pool de départ enrichi : +4 techniques élémentaires admissibles supplémentaires ; les recettes inconnues affichent leur indice complet.""}";PV modestes, peu de mobilité (âge).;Maîtrise de l'ultime : Déluge des cinq éléments frappe une fois de plus.;"[""ELEM_KATON"", ""ELEM_SUITON"", ""ELEM_RAITON"", ""ELEM_FUTON"", ""ELEM_DOTON"", ""CTR_SINGE"", ""APT_FUIN"", ""CLAN_SARUTOBI""]";ULT_039;[];"{""type"": ""MISSION"", ""ref"": ""MIS_165""}";"[""Cinq éléments tournants"", ""Enma et sceaux""]";
CHR_066;Kurenai Yūhi;BASE;;Maîtresse du genjutsu : les ennemis s'entravent et s'entretuent.;JUT_250;"{""pv"": 100, ""depl"": 4.5, ""notes"": ""Durée des contrôles +15 %""}";"{""nom"": ""Illusion de la forêt"", ""effet"": ""Chaque ennemi Confus inflige +30 % de dégâts aux autres ennemis.""}";Peu efficace contre les boss seuls (compensé par conversion en vulnérabilité).;Les contrôles de genjutsu convertis en vulnérabilité donnent +8 % au lieu de +5 %.;"[""APT_GEN""]";ULT_030;[];"{""type"": ""MISSION"", ""ref"": ""MIS_166""}";"[""Contagion d'illusions"", ""Arbres et coups de grâce""]";
CHR_067;Kimimaro Kaguya;BASE;;Danse des os : lames, parades, forêt d'os.;JUT_302;"{""pv"": 125, ""depl"": 4.6, ""notes"": ""Armure +2""}";"{""nom"": ""Os durcis"", ""effet"": ""Chaque projectile paré par Tsubaki no Mai donne +1 Armure 3 s (max +5).""}";Maladie : la transformation coûte 10 % de PV max pour la run.;Les danses enchaînées (2 techniques Kaguya en 1 s) font +20 %.;"[""CLAN_KAGUYA""]";ULT_041;"[""TRF_005""]";"{""type"": ""MISSION"", ""ref"": ""MIS_167""}";"[""Danses d'os"", ""Marque maudite de la terre""]";
CHR_068;Mei Terumī;BASE;;Lave et brume acide : corroder puis faire fondre.;JUT_143;"{""pv"": 115, ""depl"": 4.4, ""notes"": ""—""}";"{""nom"": ""Double kekkei genkai"", ""effet"": ""Les cibles Corrodées subissent +20 % de dégâts Yōton et Futton.""}";Zones persistantes lentes à rentabiliser contre les chargeurs.;Les flaques de LAVE et la brume acide se renforcent mutuellement (SYN_027).;"[""KG_YOTON"", ""KG_FUTTON"", ""ELEM_SUITON"", ""ELEM_KATON"", ""ELEM_DOTON""]";ULT_042;[];"{""type"": ""MISSION"", ""ref"": ""MIS_168""}";"[""Champ de lave"", ""Brume corrosive""]";
CHR_069;Ōnoki;BASE;;Poids et poussière : alourdir, alléger, désintégrer.;JUT_102;"{""pv"": 100, ""depl"": 4.0, ""notes"": ""Vole à basse altitude : ignore les surfaces""}";"{""nom"": ""Mal de dos"", ""effet"": ""Après 60 s sans être touché, +20 % Puissance ; se réinitialise au premier coup lourd reçu.""}";Lent, fragile au contact.;"Accès exclusif au golem et à Chōkeijūgan ; Jinton disponible.";"[""ELEM_DOTON"", ""ELEM_FUTON"", ""KG_JINTON""]";ULT_035;[];"{""type"": ""MISSION"", ""ref"": ""MIS_169""}";"[""Gravité (alourdir/alléger)"", ""Désintégration Jinton""]";
CHR_070;A (Quatrième Raikage);BASE;;Force et vitesse brute sous armure de foudre.;JUT_172;"{""pv"": 150, ""depl"": 5.0, ""notes"": ""—""}";"{""nom"": ""Poing du Raikage"", ""effet"": ""Les coups CONTACT détruisent les boucliers ennemis en 1 coup.""}";Aucune attaque à distance hors foudre.;Armure de foudre (TRF_015) : le déplacement électrise les ennemis traversés.;"[""ELEM_RAITON"", ""APT_PORTES""]";ULT_040;"[""TRF_015""]";"{""type"": ""MISSION"", ""ref"": ""MIS_170""}";"[""Charge électrique"", ""Guillotine et Lariat""]";
CHR_071;Darui;BASE;;Foudre noire et Ranton : panthères et faisceaux.;JUT_057;"{""pv"": 115, ""depl"": 4.5, ""notes"": ""—""}";"{""nom"": ""Paresse efficace"", ""effet"": ""Si le joueur n'a pas bougé depuis 1 s, la prochaine technique Raiton ou Ranton fait +25 %.""}";Récompense l'immobilité ponctuelle.;Techniques Ranton : comptent comme Suiton et Raiton pour Conduction.;"[""ELEM_RAITON"", ""ELEM_SUITON"", ""KG_RANTON"", ""APT_KENJ""]";ULT_040;[];"{""type"": ""MISSION"", ""ref"": ""MIS_171""}";"[""Cirque laser"", ""Panthères noires""]";
CHR_072;Pakura;BASE;;Héroïne de Suna : orbes brûlants qui assèchent.;JUT_140;"{""pv"": 105, ""depl"": 4.6, ""notes"": ""—""}";"{""nom"": ""Chaleur torride"", ""effet"": ""Les cibles sous effet Shakuton ne peuvent pas être soignées par les soigneurs ennemis.""}";Peu de contrôle.;Les orbes Shakuton traquent automatiquement une nouvelle cible à la mort de la leur.;"[""KG_SHAKUTON"", ""ELEM_KATON"", ""ELEM_FUTON""]";ULT_043;[];"{""type"": ""MISSION"", ""ref"": ""MIS_172""}";"[""Orbes traqueurs"", ""Évaporation (anti-Suiton)""]";
CHR_073;Rasa (Quatrième Kazekage);BASE;;Poudre d'or : alourdir le monde et l'attirer à soi.;JUT_138;"{""pv"": 120, ""depl"": 4.2, ""notes"": ""—""}";"{""nom"": ""Fortune de Suna"", ""effet"": ""+15 % Ryō gagnés ; les ennemis Aimantés lâchent 1 fragment supplémentaire à 10 %.""}";Aucune technique rapide.;Poudre d'or : les zones de Jiton sont plus lourdes (ralentissement +10 %).;"[""KG_JITON"", ""ELEM_FUTON""]";ULT_044;[];"{""type"": ""MISSION"", ""ref"": ""MIS_173""}";"[""Aimantation lourde"", ""Vagues d'or""]";
CHR_074;Chiyo;BASE;;Grand-mère marionnettiste : dix marionnettes et soin.;JUT_207;"{""pv"": 95, ""depl"": 4.0, ""notes"": ""—""}";"{""nom"": ""Contrôle de l'allié"", ""effet"": ""Les marionnettes gagnent +20 % de dégâts ; une fois par run, Chiyo peut « contrôler » le joueur pour annuler un coup fatal (1 PV, 1 s d'invulnérabilité).""}";Très fragile.;Antidote : immunité aux poisons ennemis.;"[""APT_MARIO"", ""APT_MED""]";ULT_025;[];"{""type"": ""MISSION"", ""ref"": ""MIS_174""}";"[""Dix marionnettes"", ""Poison et antidotes""]";
CHR_075;Karin;BASE;;Senseur et soigneuse : chaînes et morsure de soin.;JUT_301;"{""pv"": 115, ""depl"": 4.6, ""notes"": ""Rayon de collecte +30 %""}";"{""nom"": ""Morsure de soin"", ""effet"": ""Une fois toutes les 30 s, sous 40 % de PV : soin de 30 % des PV max (compté dans le plafond de soin, étalé sur 3 s).""}";"Dégâts faibles ; les chaînes sont son unique contrôle de départ.";Voit les élites et les pièges hors écran (sensorielle).;"[""CLAN_UZUMAKI"", ""APT_FUIN"", ""APT_MED""]";ULT_013;[];"{""type"": ""MISSION"", ""ref"": ""MIS_175""}";"[""Chaînes et survie"", ""Sceaux de soutien""]";
CHR_076;Suigetsu Hōzuki;BASE;;Corps d'eau : esquiver par liquéfaction, frapper au couperet.;JUT_304;"{""pv"": 110, ""depl"": 4.7, ""notes"": ""Dégâts de contact subis −20 %""}";"{""nom"": ""Liquéfaction"", ""effet"": ""Esquive : le joueur devient liquide 0,4 s (invulnérable 0,4 s au lieu de 0,25 s) mais la recharge passe à 5 s.""}";Raiton ennemi : +25 % de dégâts subis (affiché).;Accès au Grand couperet (JUT_197).;"[""CLAN_HOZUKI"", ""ELEM_SUITON"", ""APT_KENJ""]";ULT_037;[];"{""type"": ""MISSION"", ""ref"": ""MIS_176""}";"[""Pistolet à eau"", ""Couperet liquide""]";
CHR_077;Kushina Uzumaki;BASE;;Chaînes de scellement : attacher, puis tout broyer.;JUT_301;"{""pv"": 125, ""depl"": 4.6, ""notes"": ""—""}";"{""nom"": ""Habanero sanglant"", ""effet"": ""Les chaînes Entravent 1 cible de plus et les cibles Entravées subissent +20 %.""}";Peu d'aire sans chaînes.;Chaînes sur boss : la résistance de contrôle monte de 10 points au lieu de 20.;"[""CLAN_UZUMAKI"", ""APT_FUIN"", ""ELEM_SUITON"", ""ELEM_FUTON"", ""APT_JINCH""]";ULT_013;[];"{""type"": ""MISSION"", ""ref"": ""MIS_177""}";"[""Réseau de chaînes"", ""Sceaux et Suiton""]";
CHR_078;Shisui Uchiha;BASE;;Shunshin : le plus rapide, attaques d'apparition.;JUT_002;"{""pv"": 100, ""depl"": 5.4, ""notes"": ""—""}";"{""nom"": ""Shisui du Shunshin"", ""effet"": ""Toutes les 6 s, la prochaine esquive laisse 3 images qui frappent chacune l'ennemi le plus proche (15).""}";"PV faibles ; puissance dispersée.";Accès exclusif à Kotoamatsukami (JUT_319).;"[""ELEM_KATON"", ""CLAN_UCHIHA"", ""DOJ_SHARINGAN"", ""DOJ_MANGEKYO"", ""APT_GEN"", ""CTR_CORBEAU""]";ULT_027;[];"{""type"": ""MISSION"", ""ref"": ""MIS_178""}";"[""Apparitions"", ""Élites retournées""]";
