id;nom;statut;famille;livraison;tags;cible;comportement;valeurs;visuel;acces;limites
JUT_066;Éclair fourchu;CO;RAITON;CONE;"[""E_RAITON""]";plus_dense;Éclair qui se divise en 3 branches dans un cône de 50° sur 6 m.;"22 par branche ; délai 1,8 s";Tronc épais puis 3 branches à angles vifs, ramifications secondaires décoratives.;ELEM_RAITON;Une cible ne reçoit qu'une branche.
JUT_067;Raiton — Sandā Gēto (Porte du tonnerre);AV;RAITON;DIFFERE;"[""E_RAITON""]";direction;"Marque 5 points en ligne vers l'avant ; la foudre y tombe successivement du plus proche au plus lointain.";"26 par impact ; rayon 1,2 m ; écart 0,12 s ; ligne de 9 m ; délai 4,0 s";Étiquettes au sol, éclairs verticaux en cascade, écho sonore croissant.;ELEM_RAITON;—
JUT_068;Paume foudroyante;CO;RAITON;CONTACT;"[""E_RAITON"", ""CONTROLE""]";plus_proche;"Série de 3 frappes de paume à 1,5 m ; la 3e étourdit brièvement.";"10 / 10 / 18 ; Étourdi 0,4 s ; délai 1,0 s";Paume lumineuse, onde de choc en croissant, étincelles radiales à la 3e frappe.;ELEM_RAITON;—
JUT_069;Arc tendu;CO;RAITON;RAYON;"[""E_RAITON""]";plus_proche;"Lien électrique maintenu 1,5 s avec une cible ; les dégâts augmentent de 25 % toutes les 0,3 s. Rompu au-delà de 6 m.";"5 → 12 par tick de 0,2 s ; délai 2,5 s";Arc qui s'épaissit en 4 paliers, tremblement de la ligne.;ELEM_RAITON;—
JUT_070;Tempête ionique;CO;RAITON;ZONE;"[""E_RAITON"", ""MOBILE""]";plus_dense;Petit nuage qui suit le groupe le plus dense et y fait tomber une foudre toutes les 0,4 s.;"9 par éclair ; durée 4 s ; rayon 3 m ; délai 8 s";Nuage de 24 px à contour clair, éclairs courts aléatoires.;ELEM_RAITON;1 nuage (+1 par Quantité, max 2).
JUT_071;Raiton — Raikyū (Boule de foudre);AV;RAITON;PROJECTILE;"[""E_RAITON""]";plus_proche;Boule lente qui foudroie les ennemis proches pendant son vol (aura de 1,5 m) puis éclate.;"Aura 5 par tick de 0,3 s ; éclatement 20 ; vitesse 4 m/s ; délai 3,0 s";Sphère à 3 anneaux orbitaux, filaments vers les cibles proches.;ELEM_RAITON;—
JUT_072;Retour de foudre;CO;RAITON;CHAINE;"[""E_RAITON""]";aucune;Réactif : quand le joueur subit un coup, la foudre frappe l'agresseur puis 2 ennemis proches.;"35 ; 3 cibles ; −10 %/saut ; délai interne 1,5 s";Éclair partant du contour du joueur vers l'agresseur, tracé en 2 frames.;ELEM_RAITON;Déclenché aussi par un coup absorbé par bouclier.
JUT_073;Fūton — Daitoppa (Grande percée);OA;FUTON;CONE;"[""E_FUTON""]";plus_dense;Bourrasque en cône de 60° sur 6 m : faibles dégâts, fort recul. Sert à dégager l'espace.;"10 ; recul 3,5 m ; délai 3,0 s";Lignes de vent courbes blanches à 50 % d'opacité, feuilles et poussière entraînées dans l'axe.;ELEM_FUTON;Recul réduit dans les zones alliées (§B8.4).
JUT_074;Fūton — Kamaitachi no Jutsu (Faux de la belette);OA;FUTON;ONDE;"[""E_FUTON"", ""PERCANT""]";direction;"Croissant de vent de 120° qui avance sur 9 m et tranche 3 fois chaque ennemi traversé ; applique Entaillé.";"3 × 8 ; Entaillé 1 cumul ; délai 2,6 s ; vitesse 10 m/s";Rubans blancs superposés en 3 couches décalées, entailles en X sur les cibles.;ELEM_FUTON;Intervalle interne 0,1 s entre les 3 coupes.
JUT_075;Fūton — Shinkū Gyoku (Sphères de vide);AV;FUTON;SALVE;"[""E_FUTON"", ""PERCANT""]";plus_proche;3 balles d'air comprimé très rapides, chacune perce 2 ennemis.;"12 ; délai 1,2 s ; vitesse 20 m/s ; perce 2";Sphères presque transparentes à contour déformant (anneau de 1 px), cône de pression à la sortie.;ELEM_FUTON;—
JUT_076;Fūton — Shinkūha (Onde de vide);AV;FUTON;RAYON;"[""E_FUTON"", ""PERCANT""]";plus_dense;Taille horizontale instantanée de 7 m de long et 1 m de large.;"30 ; délai 2,2 s";Trait blanc épais de 2 frames, poussière soulevée le long du trait.;ELEM_FUTON;—
JUT_077;Fūton — Shinkū Taigyoku (Grande sphère de vide);AV;FUTON;PROJECTILE;"[""E_FUTON"", ""PERCANT""]";plus_dense;Grosse sphère d'air lente qui traverse tout et aspire légèrement les ennemis sur son passage.;"36 ; rayon 1,2 m ; vitesse 5 m/s ; attraction 0,6 m/s ; délai 4,0 s";Vortex sphérique à 3 anneaux concentriques, débris aspirés.;ELEM_FUTON;1 en vol.
JUT_078;Fūton — Atsugai (Pression destructrice);OA;FUTON;DIFFERE;"[""E_FUTON"", ""EXPLOSIF""]";plus_dense;Compression d'air visible 0,6 s sur un groupe, puis éclatement en dôme qui repousse vers l'extérieur.;"44 ; rayon 3 m ; recul 2 m ; délai 5,0 s";Sphère de distorsion qui se contracte (3 frames) puis dôme blanc et anneau de poussière.;ELEM_FUTON;—
JUT_079;Fūton — Renkūdan (Balle d'air);AV;FUTON;PROJECTILE;"[""E_FUTON""]";plus_menacant;"Balle d'air rapide ; à l'impact, l'onde se prolonge en cône derrière la cible.";"26 ; cône arrière 12 (45°, 3 m) ; délai 1,8 s ; vitesse 16 m/s";Balle compacte à traînée en cône, éclat de pression en éventail derrière la cible.;ELEM_FUTON;Cône arrière = SECONDAIRE.
JUT_080;Lames de vent;CO;FUTON;ORBITE;"[""E_FUTON""]";aucune;4 lames de vent tournent vite à 2,2 m et appliquent Entaillé.;"7 ; Entaillé 1 ; rotation 1 tour/1,2 s ; durée 4 s ; délai 6 s";Croissants blancs fins, feuilles aspirées dans la ronde.;ELEM_FUTON;—
JUT_081;Tornade errante;CO;FUTON;ZONE;"[""E_FUTON"", ""MOBILE"", ""ATTRACTION""]";plus_dense;Tornade qui erre vers les groupes, aspire les petits ennemis et les soulève 0,5 s.;"6 par tick de 0,3 s ; rayon 1,6 m ; vitesse 3 m/s ; durée 5 s ; délai 9 s";Colonne en entonnoir de 40 px, bandes de vent en 6 frames, débris orbitaux.;ELEM_FUTON;Élites et boss non soulevés.
JUT_082;Coup de vent circulaire;CO;FUTON;CONTACT;"[""E_FUTON""]";aucune;Balayage à 360° autour du joueur (1,8 m) prolongé par le vent.;"16 ; recul 0,8 m ; délai 1,6 s";Arc complet en 4 frames, poussière rabattue vers l'extérieur.;ELEM_FUTON;—
JUT_083;Courant ascendant;CO;FUTON;DIFFERE;"[""E_FUTON"", ""CONTROLE""]";plus_dense;"Marque le sol ; les ennemis au-dessus sont projetés en l'air 1 s (inactifs, +20 % dégâts des projectiles).";"14 ; rayon 2 m ; en l'air 1 s ; délai d'impact 0,5 s ; délai 5 s";Spirale au sol puis colonne ascendante, cibles surélevées de 12 px avec ombre au sol.;ELEM_FUTON;Boss : Vulnérable +5 % au lieu d'être soulevés.
JUT_084;Voile de feuilles tranchantes;CO;FUTON;SALVE;"[""E_FUTON""]";aucune;12 feuilles partent en spirale à 360° autour du joueur.;"6 par feuille ; délai 2,0 s ; vitesse 9 m/s ; portée 7 m";Feuilles vertes de 4 px à contour sombre qui pivotent en vol (4 frames).;ELEM_FUTON;—
JUT_085;Bouclier de vent;CO;FUTON;ONDE;"[""E_FUTON"", ""BOUCLIER""]";aucune;Toutes les 6 s, une bulle de vent de 2 m renvoie pendant 1 s les projectiles ennemis ordinaires vers leur tireur.;"Projectile renvoyé : ses dégâts ×2 contre les ennemis ; délai 6 s";Sphère striée de lignes courbes, projectiles renvoyés recolorés en couleur alliée.;ELEM_FUTON;Ne renvoie pas les attaques de boss télégraphiées.
JUT_086;Croix de vent;CO;FUTON;RAYON;"[""E_FUTON"", ""PERCANT""]";plus_menacant;0,3 s après le signe, deux tailles se croisent en X sur la cible (5 m chacune).;"2 × 22 ; délai 2,4 s";Deux traits blancs successifs, étincelle au centre de la croix.;ELEM_FUTON;Cible au centre touchée deux fois.
JUT_087;Œil du cyclone;CO;FUTON;ZONE;"[""E_FUTON"", ""MOBILE""]";aucune;Zone de 3 m centrée sur le joueur : projectiles ennemis ralentis de 60 %, ennemis ralentis de 20 %.;"4 par tick de 0,5 s ; durée 4 s ; délai 12 s";Anneau de vent à la limite, calme visuel à l'intérieur.;ELEM_FUTON;—
JUT_088;Disque tranchant;CO;FUTON;PROJECTILE;"[""E_FUTON"", ""REBOND"", ""PERCANT""]";direction;Disque de vent fin qui perce et ricoche sur les obstacles du décor jusqu'à 5 fois.;"15 ; 5 ricochets sur décor ; vitesse 12 m/s ; délai 2,0 s";Anneau aplati en rotation 2 frames, étincelle blanche à chaque ricochet.;ELEM_FUTON;"Ricoche sur le décor uniquement ; sans décor, disparaît à 12 m."
JUT_089;Poussière aveuglante;CO;FUTON;CONE;"[""E_FUTON"", ""CONTROLE""]";plus_dense;Soulève un cône de poussière de 70° qui Aveugle 2 s.;"6 ; Aveuglé 2 s ; portée 4,5 m ; délai 4,0 s";Nuage ocre en tramage, particules lourdes qui retombent.;ELEM_FUTON;—
JUT_090;Couloir de vent;CO;FUTON;ZONE;"[""E_FUTON"", ""PERSISTANT""]";direction;"Couloir de 8 × 2 m dans la direction de course : +30 % vitesse du joueur et des projectiles alliés dedans ; les ennemis sont poussés sur les côtés.";"5 par tick de 0,5 s ; durée 5 s ; délai 10 s";Lignes de flux parallèles animées, herbes couchées.;ELEM_FUTON;Ne déplace jamais le joueur : bonus de vitesse uniquement.
JUT_091;Fūton — Shinkū Renpa (Salves de vide en étoile);AV;FUTON;SALVE;"[""E_FUTON""]";aucune;5 tirs d'air dans 5 directions fixes en étoile, pivotant de 36° à chaque salve.;"14 ; délai 1,1 s ; vitesse 14 m/s ; portée 8 m";Étoile de traits blancs, rotation lisible salve après salve.;ELEM_FUTON;—
JUT_092;Rafale arrière;CO;FUTON;CONE;"[""E_FUTON""]";aucune;Couvre l'arrière : cône de 90° sur 4 m opposé à la direction de course.;"18 ; recul 1,5 m ; délai 1,6 s";Éventail de lignes de vent vers l'arrière, cape/vêtements soulevés.;ELEM_FUTON;À l'arrêt : dirigé vers l'ennemi le plus proche derrière.
JUT_093;Tourbillon de feuilles;CO;FUTON;ORBITE;"[""E_FUTON""]";aucune;Spirale de feuilles qui s'éloigne jusqu'à 4 m puis revient au joueur (orbite pulsée).;"5 par feuille ; 10 feuilles ; cycle 2 s ; durée 6 s ; délai 8 s";Feuilles en double hélice, densité qui respire avec le cycle.;ELEM_FUTON;—
JUT_094;Coupe-vent dissimulé;CO;FUTON;PIEGE;"[""E_FUTON""]";chemin;Mines de vent quasi invisibles (contour visible pour le joueur) qui déchiquettent à 2 m et appliquent 2 Entaillé.;"24 ; rayon 2 m ; max 3 ; délai 3,5 s";Tourbillon minuscule en boucle, visible au joueur par un contour pointillé allié.;ELEM_FUTON;—
JUT_095;Vent arrière;CO;FUTON;ONDE;"[""E_FUTON""]";direction;Toutes les 4 s, une onde part de derrière le joueur vers l'avant : les projectiles alliés qu'elle rattrape gagnent +20 % de vitesse et +1 perce.;"8 aux ennemis ; délai 4 s ; portée 10 m";Front de vent transparent à lignes longues, projectiles alliés dotés d'une traînée blanche.;ELEM_FUTON;Un projectile ne reçoit le bonus qu'une fois.
JUT_096;Faucille stationnaire;CO;FUTON;PROJECTILE;"[""E_FUTON""]";plus_dense;Faucille de vent lancée à 5 m qui s'arrête et tourne sur place 2 s (broyeur), puis revient.;"6 par tick de 0,25 s ; rayon 1,2 m ; délai 4,5 s";Faucille à 3 frames de rotation, gerbes de feuilles hachées.;ELEM_FUTON;Max 2 faucilles.
JUT_097;Doton — Doryūheki (Mur de terre);OA;DOTON;ZONE;"[""E_DOTON"", ""PERSISTANT"", ""TERRAIN""]";aucune;"Élève un mur incurvé de 4 m derrière le joueur qui bloque ennemis et projectiles ordinaires ; les ennemis doivent le contourner.";"15 à l'émergence ; PV du mur 150 ; durée 5 s ; délai 10 s";Mur de 3 strates de pierre (ombre marquée au sol), éclats à l'émergence, fissures selon les PV.;ELEM_DOTON;Jamais placé à < 2 m d'un obstacle : ne peut pas enfermer le joueur.
JUT_098;Doton — Doryūdan (Balles du dragon de terre);OA;DOTON;SALVE;"[""E_DOTON""]";plus_dense;Une tête de dragon de terre émerge 1 s et crache 3 boulets de boue en cloche.;"3 × 24 ; rayon d'impact 1,3 m ; Ensablé +1 ; délai 3,6 s";Tête de dragon rocheuse de 24 px, boulets bruns à éclaboussures.;ELEM_DOTON;—
JUT_099;Doton — Yomi Numa (Marais des enfers);OA;DOTON;ZONE;"[""E_DOTON"", ""CONTROLE"", ""TERRAIN"", ""PERSISTANT""]";plus_dense;"Transforme 4 m de sol en marécage : ralentit de 60 % ; les ennemis ordinaires sous 20 % de PV sont engloutis.";"6 par tick de 0,5 s ; durée 4 s ; délai 11 s";Sol brun-violet ondulant, bulles, silhouettes qui s'enfoncent de 4 px par frame.;ELEM_DOTON;"Engloutissement : ordinaires seulement ; élites ralenties de 30 %."
JUT_100;Doton — Shinjū Zanshu (Décapitation par la terre);OA;DOTON;DIFFERE;"[""E_DOTON"", ""CONTROLE""]";plus_menacant;"La cible est aspirée dans le sol jusqu'au cou 1,5 s ; le prochain coup reçu est ×1,5.";"20 ; Entravé 1,5 s ; délai d'impact 0,4 s ; délai 4,0 s";Mains de terre qui jaillissent (3 frames), cible réduite à sa tête au ras du sol.;ELEM_DOTON;Boss : Vulnérable +10 % 1,5 s au lieu d'être enfoui.
JUT_101;Doton — Doryū Taiga (Rivière de terre);AV;DOTON;ZONE;"[""E_DOTON"", ""PERSISTANT""]";direction;Coulée de boue de 8 × 2,5 m qui emporte les ennemis ordinaires loin du joueur.;"5 par tick de 0,5 s ; courant 2,5 m/s ; durée 3 s ; délai 9 s";Flots bruns en bandes animées vers l'extérieur, rochers roulants.;ELEM_DOTON;—
JUT_102;Doton — Kajūgan (Roche alourdie);OA;DOTON;DIFFERE;"[""E_DOTON"", ""CONTROLE""]";plus_menacant;Alourdit une cible (−50 % vitesse) puis l'écrase au sol 1 s plus tard avec une onde de 2 m.;"Écrasement 55 ; onde 20 ; délai 5,0 s";Glyphes en cube sur la cible, cible qui s'aplatit (squash 3 frames), cratère.;ELEM_DOTON+CHR_069;—
JUT_103;Doton — Dorōdomu (Dôme de terre);OA;DOTON;ONDE;"[""E_DOTON"", ""BOUCLIER""]";aucune;Un dôme de terre se forme 1 s autour du joueur (bloque les projectiles, n'entrave pas son déplacement) puis éclate en fragments.;"Fragments 26 (r 3 m) ; délai 12 s";Dôme translucide de pierre (contour épais, intérieur à 40 % d'opacité), éclatement en 12 fragments.;ELEM_DOTON;"Le dôme suit le joueur ; ne bloque pas les attaques de boss télégraphiées."
JUT_104;Doton — Doryō Dango (Boulette-mausolée);OA;DOTON;PROJECTILE;"[""E_DOTON"", ""PERCANT""]";plus_dense;"Soulève un énorme rocher et le lance en cloche ; il roule 4 m après l'impact en écrasant tout.";"Impact 50 (r 2 m) ; roulement 20 ; délai 7,0 s";Rocher de 32 px, ombre qui grossit à l'approche, poussière en roulant.;ELEM_DOTON;1 rocher actif.
JUT_105;Ligne de pics;CO;DOTON;ONDE;"[""E_DOTON"", ""PERCANT""]";plus_dense;Série de pics qui jaillissent en ligne vers la cible sur 7 m, l'un après l'autre.;"22 par pic ; 7 pics ; écart 0,06 s ; délai 2,4 s";Pics anguleux gris-brun, fissure en zigzag reliant les pics.;ELEM_DOTON;1 touche par cible par ligne.
JUT_106;Séisme en deux temps;CO;DOTON;ONDE;"[""E_DOTON"", ""CONTROLE""]";aucune;Onde au sol de 5 m qui étourdit 0,5 s les ordinaires, suivie 1 s plus tard d'une réplique plus forte.;"12 puis 24 ; délai 6 s";Anneau de fissures, sol légèrement décalé de 1 px (pas de secousse caméra), poussière.;ELEM_DOTON;Étourdissement : ordinaires uniquement.
JUT_107;Poing de pierre;CO;DOTON;CONTACT;"[""E_DOTON""]";plus_proche;"Coup de poing lent et très lourd en cône de 2 m ; fort recul.";"46 ; recul 3 m ; délai 2,2 s";Anticipation 3 frames, poing couvert de roche ×1,5, poussière en éventail, ennemis déformés 2 frames.;ELEM_DOTON;—
JUT_108;Galets en orbite;CO;DOTON;ORBITE;"[""E_DOTON""]";plus_proche;"3 gros galets orbitent lentement ; toutes les 5 s, le plus avancé est projeté vers une cible puis se reforme.";"Contact 10 ; projection 30 ; rotation 1 tour/2,5 s ; permanente";Galets de 8 px ombrés, reformation par agrégation de poussière.;ELEM_DOTON;Quantité : +1 galet (max 5).
JUT_109;Sables mouvants;CO;DOTON;PIEGE;"[""E_DOTON"", ""CONTROLE""]";chemin;Fosses sur le trajet des ennemis : le premier qui tombe est Entravé 2 s, ceux qui le suivent trébuchent (0,3 s).;"14 ; Entravé 2 s ; max 3 ; délai 4,0 s";Cercle de sable qui tourbillonne légèrement, contour allié discret.;ELEM_DOTON;—
JUT_110;Doton — Doroku Gaeshi (Rempart retourné);AV;DOTON;DIFFERE;"[""E_DOTON""]";direction;Soulève une dalle de 4 × 2 m devant le joueur (bloque 0,8 s) puis la rabat sur les ennemis.;"40 ; délai 5,0 s";Dalle qui pivote en 4 frames, ombre projetée qui annonce la zone d'impact.;ELEM_DOTON;—
JUT_111;Doton — Domu (Durcissement);OA;DOTON;CONTACT;"[""E_DOTON"", ""BOUCLIER""]";aucune;Toutes les 8 s, la peau durcit 3 s : +8 Armure et chaque ennemi qui touche le joueur au contact subit un contre-coup.;"Contre-coup 24 ; Armure +8 pendant 3 s ; délai 8 s";Peau grisée par un motif de pierre (palette), craquement sonore.;ELEM_DOTON+APT_CORPS|ELEM_DOTON+CHR_069;Armure totale toujours plafonnée à 15.
JUT_112;Colonne de roche;CO;DOTON;DIFFERE;"[""E_DOTON"", ""TERRAIN""]";plus_menacant;"Fait surgir une colonne sous la cible puis la laisse 5 s comme obstacle ; les chargeurs qui la heurtent sont étourdis 1 s.";"32 ; délai d'impact 0,5 s ; délai 4,5 s";Colonne octogonale de 16 × 32 px, éclats à la base.;ELEM_DOTON;"Max 3 colonnes ; jamais à < 2 m du joueur."
JUT_113;Boue collante;CO;DOTON;SALVE;"[""E_DOTON"", ""CONTROLE""]";plus_proche;"3 boules de boue qui appliquent chacune Ensablé (embourbé) +1 ; 3 cumuls = Enseveli.";"8 ; délai 1,4 s ; vitesse 9 m/s";Boules brunes molles (squash à l'impact), traces sur la cible.;ELEM_DOTON;—
JUT_114;Doton — Kekkai Dorōdōmu (Dôme absorbant);OA;DOTON;ZONE;"[""E_DOTON"", ""PERSISTANT""]";plus_dense;Recouvre un groupe d'un dôme de 3 m qui draine : dégâts aux ennemis dedans et +1 chakra par ennemi et par seconde.;"6 par tick de 0,5 s ; durée 4 s ; délai 14 s ; chakra max 6/s";Dôme opaque à 50 % avec lignes de drainage vers le joueur.;ELEM_DOTON;Soumis au plafond global de gain de chakra (12/s).
JUT_115;Doton — Gōremu no Jutsu (Golem de roche);AV;DOTON;INVOCATION;"[""E_DOTON"", ""UNITE_ALLIEE""]";plus_dense;"Un golem lent marche vers les groupes et frappe le sol (onde de 2 m) ; attire les ennemis au contact.";"Frappe 30 ; intervalle 1,5 s ; durée 10 s ; délai 16 s";Golem de 32 px en blocs, marche 4 frames lourde, poussière à chaque pas.;ELEM_DOTON+CHR_069;"1 golem ; héritage type ANIMAL (§R9)."
JUT_116;Onde de gravier;CO;DOTON;CONE;"[""E_DOTON""]";plus_proche;"Décharge de 10 graviers à courte portée ; plus la cible est proche, plus elle en reçoit.";"10 × 5 ; angle 40° ; portée 3,5 m ; délai 1,5 s";Graviers angulaires de 2 px, traînées courtes, poussière.;ELEM_DOTON;—
JUT_117;Faille;CO;DOTON;RAYON;"[""E_DOTON"", ""PERSISTANT""]";plus_dense;"Ouvre une fissure de 8 m qui reste 2 s ; les ennemis qui la franchissent tombent un instant (0,4 s) et subissent des dégâts.";"Ouverture 20 ; franchissement 12 ; délai 4,0 s";Fente noire à bords éclairés, fragments qui tombent dedans.;ELEM_DOTON;—
JUT_118;Rocher rebondissant;CO;DOTON;PROJECTILE;"[""E_DOTON""]";plus_dense;"Rocher lancé qui rebondit 3 fois au sol ; chaque rebond frappe en zone.";"22 par rebond (r 1,2 m) ; bond 2,5 m ; délai 3,0 s";Rocher rond, ombre au sol qui suit les bonds, cratère à chaque rebond.;ELEM_DOTON;—
JUT_119;Onde tellurique en chaîne;CO;DOTON;CHAINE;"[""E_DOTON"", ""CONTROLE""]";plus_proche;Un choc court dans le sol de cible en cible (fissure visible entre elles) et étourdit 0,2 s.;"20 ; 4 sauts ; portée 3 m ; −10 %/saut ; délai 2,2 s";Fissure tracée en 3 frames entre les cibles, éclats sous les pieds.;ELEM_DOTON;—
JUT_120;Doton — Chōkeijūgan (Roche ultra-légère);OA;DOTON;ZONE;"[""E_DOTON""]";aucune;Allège les ennemis dans 4 m : pendant 3 s, tout coup les repousse 3 fois plus loin.;"0 ; recul ×3 ; durée 3 s ; délai 10 s";Glyphes cubiques flottants, ennemis décollés de 2 px avec ombre plus claire.;ELEM_DOTON+CHR_069;"Élites : ×1,5 ; boss : aucun effet (Vulnérable +5 %)."
JUT_121;Mokuton — Jukai Kōtan (Naissance de la forêt);OA;RARE;ZONE;"[""E_MOKUTON"", ""TERRAIN"", ""CONTROLE"", ""PERSISTANT""]";plus_dense;Des arbres jaillissent sur 5 m, Entravent 1,5 s et laissent une surface BOIS qui ralentit de 25 %.;"30 à l'émergence ; 4 par tick de 0,5 s ; durée 5 s ; délai 12 s";Troncs qui poussent en 4 frames avec branches en spirale, feuillage sombre à contour vert clair.;KG_MOKUTON;Surface BOIS : brûlable (§B8.4).
JUT_122;Mokuton — Mokujōheki (Rempart de bois);OA;RARE;ZONE;"[""E_MOKUTON"", ""BOUCLIER"", ""TERRAIN""]";aucune;Dôme de bois partiel (demi-cercle ouvert vers l'avant) qui bloque projectiles et ennemis par l'arrière 4 s.;"PV du rempart 250 ; 10 aux ennemis qui le frappent ; délai 14 s";Planches courbes entrelacées, ouverture nette vers l'avant, éclats de bois à l'impact.;KG_MOKUTON;Toujours ouvert sur 120° : ne peut enfermer le joueur.
JUT_123;Mokuton — Shichūrō (Prison à quatre piliers);OA;RARE;DIFFERE;"[""E_MOKUTON"", ""CONTROLE""]";plus_menacant;Une cage de bois tombe sur la cible la plus menaçante et son entourage (r 2 m) : immobilisés 2 s.;"25 ; Entravé 2 s ; délai d'impact 0,5 s ; délai 8 s";Cage carrée de 32 px qui chute (ombre annonciatrice), barreaux épais.;KG_MOKUTON;Contrôle soumis à la résistance des boss.
JUT_124;Mokuton — Sashiki no Jutsu (Pieux de bois);AV;RARE;SALVE;"[""E_MOKUTON"", ""PERCANT""]";plus_proche;Le bras se ramifie en 5 pieux qui s'allongent vers des cibles différentes et percent 2 ennemis.;"18 par pieu ; portée 7 m ; délai 1,8 s";Tiges de bois qui poussent en segments depuis le bras, pointes claires.;KG_MOKUTON;Obstacles hauts arrêtent les pieux.
JUT_125;Mokuton — Kajukai Kōrin (Avènement du monde des arbres en fleurs);OA;RARE;ZONE;"[""E_MOKUTON"", ""CONTROLE"", ""PERSISTANT""]";aucune;"Des fleurs éclosent sur 6 m autour du joueur ; leur pollen endort les ordinaires (Étourdi 2 s, réveillés par les dégâts).";"0 ; Étourdi 2 s ; durée 5 s ; délai 18 s";Fleurs blanches de 6 px qui s'ouvrent en vague, pollen doré en particules lentes.;KG_MOKUTON;"Élites : ralenties 40 % ; boss : Vulnérable +10 %."
JUT_126;Mokuton — Mokuryū no Jutsu (Dragon de bois);OA;RARE;PROJECTILE;"[""E_MOKUTON"", ""PERCANT"", ""CONTROLE""]";plus_dense;Dragon de bois qui serpente à travers les groupes, perce tout et enserre la dernière cible 1,5 s.;"34 ; vitesse 7 m/s ; portée 14 m ; délai 7 s";Corps en anneaux de bois de 48 px de long, tête sculptée, copeaux en traîne.;KG_MOKUTON;—
JUT_127;Hyōton — Makyō Hyōshō (Miroirs de glace démoniaques);OA;RARE;ZONE;"[""E_HYOTON"", ""PERSISTANT""]";plus_menacant;"Dresse 6 miroirs en cercle (r 2,5 m) autour d'un groupe ; des aiguilles fusent de miroir en miroir à travers le cercle.";"6 par aiguille ; 12 aiguilles/s ; durée 3 s ; Refroidi +1 ; délai 10 s";Miroirs rectangulaires bleu pâle à reflet animé, aiguilles blanches en traits croisés.;KG_HYOTON;"1 cercle actif ; les ennemis peuvent sortir entre les miroirs (0,8 m)."
JUT_128;Hyōton — Sensatsu Hyōshō (Mille aiguilles de glace);AV;RARE;SALVE;"[""E_HYOTON""]";plus_proche;"Salve de 10 aiguilles de glace en éventail étroit ; chaque touche Refroidit.";"5 ; Refroidi +1 ; délai 1,2 s ; vitesse 16 m/s";Aiguilles translucides à pointe blanche, givre sur la cible.;KG_HYOTON;—
JUT_129;Prison de givre;CO;RARE;PIEGE;"[""E_HYOTON"", ""CONTROLE""]";chemin;"Fleurs de givre au sol ; un ennemi qui marche dessus est Gelé 1,5 s et la glace éclate en éclats (r 1,5 m).";"Éclats 20 ; Gelé 1,5 s ; max 4 ; délai 3,0 s";Rosace de givre à 6 branches, éclatement cristallin.;KG_HYOTON;—
JUT_130;Hyōton — Tsubame Fubuki (Blizzard d'hirondelles);AV;RARE;SALVE;"[""E_HYOTON""]";plus_dense;"8 hirondelles de glace qui décrivent une courbe large avant de plonger ; Refroidi +1.";"11 ; délai 2,4 s ; vitesse 10 m/s";Oiseaux de glace de 8 px à ailes en 2 frames, traînée de neige.;KG_HYOTON;—
JUT_131;Sabaku Kyū (Cercueil de sable);OA;RARE;DIFFERE;"[""E_SABLE"", ""CONTROLE""]";plus_menacant;Le sable enveloppe la cible 1 s (immobile), puis se referme.;"Enveloppe 0 ; broyage 45 ; délai d'impact 1,0 s ; délai 3,5 s ; Ensablé +3 aux voisins à 1,5 m";Flux granulaire qui grimpe en spirale sur la cible (5 frames), fermeture en poing.;KG_SABLE;Boss : pas d'immobilisation (Vulnérable +10 % 2 s).
JUT_132;Sabaku Sōsō (Enterrement dans le sable);OA;RARE;ZONE;"[""E_SABLE"", ""CONTROLE""]";marque;"Suite : écrase dans un rayon de 2,5 m toute cible Ensevelie ou enveloppée ; sans cible admissible, frappe le groupe le plus dense à 50 %.";"70 (35 sans cible admissible) ; délai 5,0 s";Sable qui se contracte en sphère puis implose, onde de grains.;KG_SABLE;—
JUT_133;Suna Shigure (Averse de sable);OA;RARE;DIFFERE;"[""E_SABLE""]";plus_dense;Des balles de sable tombent du ciel sur 4 m pendant 2 s.;"8 par balle ; 16 balles ; Ensablé +1 ; délai 6 s";Grains agglomérés à ombre au sol, impacts en éclaboussure de sable.;KG_SABLE;—
JUT_134;Suna no Tate (Bouclier de sable);OA;RARE;ORBITE;"[""E_SABLE"", ""BOUCLIER""]";aucune;Un flux de sable intercepte automatiquement le prochain coup reçu (1 charge toutes les 4 s) et contre-frappe l'agresseur.;"Absorbe 100 % d'un coup ≤ 30 dégâts (50 % au-delà) ; contre 15 ; recharge 4 s";Ruban de sable qui tourne près du joueur et jaillit en paroi à l'impact.;KG_SABLE;Max 2 charges (+1 via Quantité).
JUT_135;Ryūsa Bakuryū (Cascade de sable);OA;RARE;ONDE;"[""E_SABLE"", ""TERRAIN"", ""CONTROLE""]";direction;Raz-de-marée de sable qui avance sur 8 m, submerge et laisse une surface SABLE (Ensablé +1/s).;"38 ; recul 2 m ; délai 12 s ; surface SABLE 5 s";Vague de sable à crête granuleuse, grains qui ruissellent.;KG_SABLE;—
JUT_136;Jiton — Satetsu Shigure (Bruine de sable de fer);OA;RARE;SALVE;"[""E_JITON"", ""PERCANT""]";plus_proche;Salve de 12 aiguilles de sable de fer qui perce 2 cibles et Aimante.;"7 ; perce 2 ; Aimanté ; délai 1,6 s";Particules noires à reflet métallique violet, contour clair pour la lisibilité.;KG_JITON;—
